SMILES_Solute,Temperature_K,Solvent,SMILES_Solvent,Solubility(mole_fraction),Solubility(mol/L),LogS(mol/L),Compound_Name,CAS,PubChem_CID,FDA_Approved,Source
Cn1nnc2c(C(N)=O)ncn2c1=O,298.15,ethanol,CCO,0.0001597,0.002723158867719693,-2.5649270213991473,Temozolomide,85622-93-1,5394,Yes,10.1016/j.jct.2019.07.017
Cn1nnc2c(C(N)=O)ncn2c1=O,303.15,ethanol,CCO,0.0001884,0.003194106295446028,-2.4956506352365078,Temozolomide,85622-93-1,5394,Yes,10.1016/j.jct.2019.07.017
Cn1nnc2c(C(N)=O)ncn2c1=O,308.15,ethanol,CCO,0.0002246,0.003786029964201501,-2.4218159531731014,Temozolomide,85622-93-1,5394,Yes,10.1016/j.jct.2019.07.017
Cn1nnc2c(C(N)=O)ncn2c1=O,313.15,ethanol,CCO,0.00026859999999999997,0.004503238410633871,-2.3464750599920197,Temozolomide,85622-93-1,5394,Yes,10.1016/j.jct.2019.07.017
Cn1nnc2c(C(N)=O)ncn2c1=O,318.15,ethanol,CCO,0.0003125,0.005208830542326825,-2.2832597711389058,Temozolomide,85622-93-1,5394,Yes,10.1016/j.jct.2019.07.017
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,273.15,ethanol,CCO,4.243e-05,0.0007432886524456168,-3.1288424973838795,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,278.15,ethanol,CCO,4.623e-05,0.0008054754699457076,-3.093947681103778,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,283.15,ethanol,CCO,5.023e-05,0.000869683745861215,-3.060638646688302,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,288.15,ethanol,CCO,5.442e-05,0.0009371537371049231,-3.0281891586324345,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,293.15,ethanol,CCO,5.917e-05,0.0010141404838028478,-2.9939018801956014,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,298.15,ethanol,CCO,6.406e-05,0.0010922283783606885,-2.9616865437816675,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,303.15,ethanol,CCO,6.989e-05,0.001184764498039799,-2.926367968106377,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,308.15,ethanol,CCO,7.623e-05,0.0012848007122873604,-2.8911642312945474,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,313.15,ethanol,CCO,8.362e-05,0.0014016795750410999,-2.853351255054241,Fenbendazole,43210-67-9,3334,No,10.1016/j.jct.2019.07.018
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,283.15,ethanol,CCO,0.007527,0.1313044894337639,-0.8817204246875319,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,288.15,ethanol,CCO,0.008813,0.1531076327332246,-0.8150031582808784,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,293.15,ethanol,CCO,0.01012,0.17521400446709415,-0.7564311845851093,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,298.15,ethanol,CCO,0.01193,0.2058502649978984,-0.686448569584392,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,303.15,ethanol,CCO,0.01527,0.26285031728157154,-0.5802914944167085,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,308.15,ethanol,CCO,0.01776,0.3047207908648087,-0.5160979131884839,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,313.15,ethanol,CCO,0.02006,0.34311026224934177,-0.46456629222768114,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,318.15,ethanol,CCO,0.0244,0.4167470205818427,-0.38012749635776233,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,323.15,ethanol,CCO,0.02887,0.4924917840067092,-0.30760101022284114,Levamisole hydrochloride,16595-80-5,27944,Yes,10.1016/j.jct.2019.105882
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,288.15,ethanol,CCO,0.004444,0.07686648558642895,-1.1142629748603836,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,293.15,ethanol,CCO,0.004625,0.07963351043846842,-1.0989041390966492,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,298.15,ethanol,CCO,0.004888,0.08374481623701234,-1.0770420660742355,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,303.15,ethanol,CCO,0.005112,0.08709701881363423,-1.0599967099170884,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,308.15,ethanol,CCO,0.005328,0.09027366296197632,-1.0444389351640644,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,313.15,ethanol,CCO,0.005436,0.09161128554004704,-1.038051022556337,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,318.15,ethanol,CCO,0.005725,0.09594524148809194,-1.017976559716529,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,323.15,ethanol,CCO,0.006013,0.10021669489200546,-0.999059924222091,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,328.15,ethanol,CCO,0.00632,0.10473083897045189,-0.9799254174364792,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=P1(O)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,333.15,ethanol,CCO,0.006639,0.10944311807306882,-0.9608115422445959,"1,1′-binaphthyl-2,2′-diyl hydrogenphosphate",35193-63-6,99589,No,10.1016/j.jct.2019.105905
O=C1NS(=O)(=O)c2ccccc21,293.15,ethanol,CCO,0.008205,0.14178409759957766,-0.8483724765721491,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
O=C1NS(=O)(=O)c2ccccc21,298.15,ethanol,CCO,0.00924,0.1590018607768992,-0.7985977931612424,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
O=C1NS(=O)(=O)c2ccccc21,303.15,ethanol,CCO,0.01082,0.18541231286732654,-0.7318614285907834,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
O=C1NS(=O)(=O)c2ccccc21,308.15,ethanol,CCO,0.01208,0.2060733817327574,-0.6859781019284824,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
O=C1NS(=O)(=O)c2ccccc21,313.15,ethanol,CCO,0.01436,0.24419590922762444,-0.6122616156358135,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
O=C1NS(=O)(=O)c2ccccc21,318.15,ethanol,CCO,0.01691,0.2866188822812951,-0.5426952019343295,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
O=C1NS(=O)(=O)c2ccccc21,323.15,ethanol,CCO,0.019579999999999997,0.3308492098864766,-0.480369898174241,Saccharin,81-07-2,5143,No,10.1016/j.jct.2019.105952
CNC[C@H](O)c1cccc(O)c1.Cl,278.15,ethanol,CCO,0.01385,0.24468939204442788,-0.6113848580958214,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,283.15,ethanol,CCO,0.01676,0.29511469552409975,-0.5300091638442662,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,288.15,ethanol,CCO,0.01952,0.34282283578831996,-0.4649302569747909,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,293.15,ethanol,CCO,0.02327,0.4083125311698596,-0.389007291312835,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,298.15,ethanol,CCO,0.02869,0.5035833798971128,-0.2979286116421771,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,303.15,ethanol,CCO,0.03403,0.597152077850733,-0.22391505218624852,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,308.15,ethanol,CCO,0.0404,0.7095252693390458,-0.14903213278003183,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,313.15,ethanol,CCO,0.04701,0.8268070521103885,-0.0825958277878963,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,318.15,ethanol,CCO,0.05535,0.9763401861921447,-0.010398834746849411,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
CNC[C@H](O)c1cccc(O)c1.Cl,323.15,ethanol,CCO,0.06543,1.1598308620917464,0.06439466076486057,(R)-(−)-phenylephrine hydrochloride,61-76-7,5284443,Yes,10.1016/j.jct.2019.105959
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,278.15,ethanol,CCO,0.00216,0.037713877785660585,-1.4234988106245894,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,283.15,ethanol,CCO,0.00264,0.04582772943719304,-1.3388716596071828,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,288.15,ethanol,CCO,0.00354,0.06117472998263295,-1.213427938891765,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,293.15,ethanol,CCO,0.00441,0.07591523071803197,-1.1196710837459718,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,298.15,ethanol,CCO,0.0056,0.09601202100448611,-1.0176743885325106,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,303.15,ethanol,CCO,0.0069900000000000006,0.11931916108183017,-0.923289808769686,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,308.15,ethanol,CCO,0.00872,0.14825074427601667,-0.829003117632127,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,313.15,ethanol,CCO,0.010870000000000001,0.18419525340774756,-0.7347215654821859,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,318.15,ethanol,CCO,0.013500000000000002,0.22802955926629237,-0.6420088521480026,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
O=C1OC(=O)[C@H]2[C@@H]1[C@@H]1C=C[C@H]2C1,323.15,ethanol,CCO,0.016819999999999998,0.2834148044907503,-0.5475774676358025,"cis-5-norbornene-exo-2,3-dicarboxylic anhydride",2746-19-2,637794,No,10.1016/j.jct.2019.105967
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,273.15,ethanol,CCO,0.000817,0.014323299182722227,-1.8439569365097856,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,278.15,ethanol,CCO,0.000955,0.016654310930924957,-1.7784733314560075,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,283.15,ethanol,CCO,0.001118,0.019377778011420318,-1.7126960236063833,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,288.15,ethanol,CCO,0.001311,0.02260482214099809,-1.6457989057270976,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,293.15,ethanol,CCO,0.001522,0.026124440901537538,-1.58295299527229,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,298.15,ethanol,CCO,0.001751,0.02990514843378141,-1.5242540376320042,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,303.15,ethanol,CCO,0.001975,0.03354380441975042,-1.4743876827911917,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,308.15,ethanol,CCO,0.002294,0.038749630979260354,-1.4117324290140334,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,313.15,ethanol,CCO,0.002656,0.044636008940252526,-1.3503146441043692,Naftopidil,57149-07-2,4418,Yes,10.1016/j.jct.2019.105969
O=Cc1cc([N+](=O)[O-])ccc1O,273.15,ethanol,CCO,0.003048,0.05355583033750243,-1.2711932429353425,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,278.15,ethanol,CCO,0.0032719999999999997,0.05719327738933721,-1.242655016037316,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,283.15,ethanol,CCO,0.0035329999999999997,0.06138426734752928,-1.2119429233159924,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,288.15,ethanol,CCO,0.0037939999999999996,0.06558081996928204,-1.183223157567412,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,293.15,ethanol,CCO,0.004111999999999999,0.07076417685120423,-1.150186540800563,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,298.15,ethanol,CCO,0.004396,0.0752782910114723,-1.1233302489420112,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,303.15,ethanol,CCO,0.004695,0.07995875960737968,-1.0971339516705882,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,308.15,ethanol,CCO,0.00507,0.08588002742420864,-1.0661078255518046,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
O=Cc1cc([N+](=O)[O-])ccc1O,313.15,ethanol,CCO,0.0055119999999999995,0.09289918978484546,-1.031988073665187,5-nitrosalicylaldehyde,97-51-8,66808,No,10.1016/j.jct.2019.106014
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,278.15,ethanol,CCO,6.72e-05,0.0011708649517581128,-2.9314931938162068,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,283.15,ethanol,CCO,8.384e-05,0.0014516570994945505,-2.838135957592111,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,288.15,ethanol,CCO,0.00010180000000000001,0.001753156395738808,-2.756179339595492,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,293.15,ethanol,CCO,0.0001227,0.002103142533220205,-2.677131293507973,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,298.15,ethanol,CCO,0.0001487,0.0025355621083062614,-2.5959257469917407,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,303.15,ethanol,CCO,0.0001782,0.003021146152220535,-2.519828264608358,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,308.15,ethanol,CCO,0.0002131,0.003592135819943877,-2.4446472508641413,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,313.15,ethanol,CCO,0.0002575,0.004317092390326883,-2.3648086568846662,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,318.15,ethanol,CCO,0.0003031,0.005052101415015146,-2.296527940076447,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,323.15,ethanol,CCO,0.0003638,0.006029069582942264,-2.219749703808644,5-nitrofurazone,,5353356,Yes,10.1016/j.jct.2019.106016
Oc1ccc(OCc2ccccc2)cc1,283.15,ethanol,CCO,0.0483,0.878665190194114,-0.05617657856751685,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,288.15,ethanol,CCO,0.055979999999999995,1.021128429699947,0.009080367750273838,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,293.15,ethanol,CCO,0.06436,1.1789030946148524,0.07147810772130299,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,298.15,ethanol,CCO,0.07368999999999999,1.356284829666863,0.13235090410534195,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,303.15,ethanol,CCO,0.0846,1.56655660656027,0.19494609246547187,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,308.15,ethanol,CCO,0.09561,1.781657859343881,0.25082430796948973,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,313.15,ethanol,CCO,0.1088,2.0462372296419677,0.31095598204084984,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,318.15,ethanol,CCO,0.1227,2.330509632544923,0.3674509023136425,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,323.15,ethanol,CCO,0.1367,2.6232298770052105,0.41883635004153424,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Oc1ccc(OCc2ccccc2)cc1,328.15,ethanol,CCO,0.1546,3.011281105516923,0.4787512991449086,Monobenzone,103-16-2,7638,Yes,10.1016/j.jct.2019.106023
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,278.15,ethanol,CCO,0.0002645,0.004609447894176675,-2.3363510899838396,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,283.15,ethanol,CCO,0.0003801,0.006583234667188331,-2.1815606636913754,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,288.15,ethanol,CCO,0.0004998,0.008610770918943569,-2.0649579645910348,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,293.15,ethanol,CCO,0.0007146,0.012255874981557528,-1.9116556777944202,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,298.15,ethanol,CCO,0.0009897999999999999,0.016891811529204288,-1.7723237728712837,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,303.15,ethanol,CCO,0.001422,0.024138164362058255,-1.6172957598285937,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,308.15,ethanol,CCO,0.001963,0.03314747096874333,-1.4795496010817752,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,313.15,ethanol,CCO,0.002726,0.045815625412790426,-1.3389863806591578,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,318.15,ethanol,CCO,0.003602,0.06023727682659184,-1.2201346697076965,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
Cc1nnc(C(C)C)n1C1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,323.15,ethanol,CCO,0.004575,0.0761398700014166,-1.118387869020412,Maraviroc,376348-65-1,3002977,No,10.1016/j.jct.2019.106044
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,278.15,ethanol,CCO,6.257e-05,0.0010901887025559136,-2.9624983228064403,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,283.15,ethanol,CCO,6.918000000000001e-05,0.0011978073211035454,-2.921613036797682,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,288.15,ethanol,CCO,7.647e-05,0.0013169005253892976,-2.880447029067162,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,293.15,ethanol,CCO,8.611e-05,0.0014759166785432826,-2.8309381594982628,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,298.15,ethanol,CCO,9.659000000000001e-05,0.0016469211872985356,-2.7833271833076703,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,303.15,ethanol,CCO,0.00010709999999999999,0.0018156102412162731,-2.740977376220458,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,308.15,ethanol,CCO,0.0001184,0.001995629279967079,-2.6999201326969535,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,313.15,ethanol,CCO,0.0001306,0.002189284307008749,-2.659697835989202,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,318.15,ethanol,CCO,0.00014309999999999998,0.002384823566544064,-2.6225437453075813,Rebamipide,90098-04-7,5042,No,10.1016/j.jct.2019.106045
Cc1[nH]nc2cc([N+](=O)[O-])ccc12,278.15,ethanol,CCO,0.004713,0.08250066624689664,-1.0835425442236208,3-methyl-6-nitroindazole,6494-19-5,10921054,No,10.1016/j.jct.2020.106066
Cc1[nH]nc2cc([N+](=O)[O-])ccc12,283.15,ethanol,CCO,0.0053950000000000005,0.09391115261107483,-1.0272828291413831,3-methyl-6-nitroindazole,6494-19-5,10921054,No,10.1016/j.jct.2020.106066
Cc1[nH]nc2cc([N+](=O)[O-])ccc12,288.15,ethanol,CCO,0.006189,0.10723717193985952,-0.9696546477580554,3-methyl-6-nitroindazole,6494-19-5,10921054,No,10.1016/j.jct.2020.106066
